date,open,high,low,close,volume
2023-12-26,17160,17170,16970,17060,17755
2023-12-27,16900,17060,16900,17060,6746
2023-12-28,16980,17290,16970,17290,4071
2024-01-02,17400,17400,16970,17250,10350
2024-01-03,17240,17380,16930,16930,16549
2024-01-04,16910,17180,16910,17030,10982
2024-01-05,17030,17350,17020,17330,8236
2024-01-08,17110,17350,17020,17180,8934
2024-01-09,17170,17430,17000,17300,9115
2024-01-10,17330,17430,17130,17330,5570
2024-01-11,17320,17450,17070,17200,12614
2024-01-12,17490,17490,16930,17270,10093
2024-01-15,17200,17500,17090,17440,14231
2024-01-16,17660,17660,17100,17320,10840
2024-01-17,17350,17470,17150,17300,20426
2024-01-18,17300,17400,17220,17310,7438
2024-01-19,17300,17730,17300,17630,15910
2024-01-22,17630,17670,17500,17500,8493
2024-01-23,17510,18150,17480,18000,9951
2024-01-24,18000,18300,17920,18080,19067
2024-01-25,18250,18250,17950,18000,15627
2024-01-26,18000,18380,17980,18280,30406
2024-01-29,18410,19190,18230,19060,51735
2024-01-30,19050,19380,19000,19080,34249
2024-01-31,19260,19410,18770,19300,45069
2024-02-01,19300,20150,19090,20100,78666
2024-02-02,20200,20300,19410,20300,58760
2024-02-05,20850,20850,20000,20350,21712
2024-02-06,20200,20650,19760,19910,26271
2024-02-07,20150,20700,19840,20650,50416
2024-02-08,20900,20950,20150,20550,23806
2024-02-13,20350,20800,20150,20750,21531
2024-02-14,20300,22000,20300,22000,42040
2024-02-15,22300,22300,20950,21100,29740
2024-02-16,21000,21000,20100,20550,56798
2024-02-19,20400,21700,20400,21700,21236
2024-02-20,21750,22350,21100,21150,18696
2024-02-21,20900,21450,20550,20700,19689
2024-02-22,20850,20950,20400,20950,14279
2024-02-23,21000,21500,20600,21400,17543
2024-02-26,21400,21500,20600,20650,15173
2024-02-27,20650,20950,20100,20950,22364
2024-02-28,20550,21350,20400,21350,10798
2024-02-29,21450,22000,21300,21500,17661
2024-03-04,21500,23900,21500,23200,82224
2024-03-05,23500,24250,22350,23800,74837
2024-03-06,23550,23950,23300,23900,28745
2024-03-07,23900,23900,23200,23450,14887
2024-03-08,23450,23600,23100,23250,10005
2024-03-11,23250,23250,22200,22400,16558
2024-03-12,22400,22450,21500,21500,13723
2024-03-13,21500,21550,20800,21400,30659
2024-03-14,21200,21500,20900,21000,28577
2024-03-15,21000,21550,20650,21350,11899
2024-03-18,21050,21500,21000,21400,9057
2024-03-19,21650,21800,21150,21200,7984
2024-03-20,21150,21800,20300,20450,43481
2024-03-21,20650,20900,20500,20550,16300
2024-03-22,20550,21400,20550,21250,8099
2024-03-25,21300,22900,20900,22500,54451
2024-03-26,22050,22550,21500,21800,16952
2024-03-27,21600,22300,21550,22050,10357
2024-03-28,22250,22550,22100,22250,11720
2024-03-29,22900,27600,22300,23450,1016503
2024-04-01,22850,23500,22600,23350,91569
2024-04-02,23100,23500,22700,22750,41620
2024-04-03,22300,22700,22150,22650,13371
2024-04-04,22500,23150,22400,22750,31165
2024-04-05,22500,23850,22450,23850,32593
2024-04-08,23900,24200,23450,23900,22701
2024-04-09,23650,24400,23650,24300,15177
2024-04-11,24300,24600,23600,24400,23185
2024-04-12,24500,24750,23600,23800,29754
2024-04-15,23250,23750,23200,23750,13763
2024-04-16,23700,23950,22600,22650,14479
2024-04-17,22950,22950,22450,22600,9107
2024-04-18,22350,22950,22350,22800,7186
2024-04-19,22800,23050,22300,22600,12237
2024-04-22,22800,22800,22250,22500,4301
2024-04-23,22450,23850,22400,22650,17395
2024-04-24,22550,23050,22550,22950,4439
2024-04-25,23150,23200,22700,23000,5953
2024-04-26,22750,23200,22650,22750,5630
2024-04-29,22650,23300,22500,22650,5279
2024-04-30,23000,23000,22350,22600,6371
2024-05-02,22850,22900,22450,22650,5192
2024-05-03,22500,22950,22450,22700,5715
2024-05-07,22700,24000,22650,22950,77690
2024-05-08,22900,24550,22650,24550,30629
2024-05-09,24600,25300,24450,25150,34761
2024-05-10,25150,25300,24250,24450,19098
2024-05-13,24400,27000,23950,25350,112834
2024-05-14,25000,25300,24150,24150,17077
2024-05-16,24150,24500,24000,24300,11977
2024-05-17,24300,24750,23700,23900,7252
2024-05-20,23900,23950,23350,23600,10600
2024-05-21,23500,23850,23500,23850,6142
2024-05-22,23650,24300,23550,23700,8989
2024-05-23,23700,24100,23450,23900,7256
2024-05-24,24050,24150,23450,23550,10192
2024-05-27,23650,23950,23000,23050,8399
2024-05-28,23050,23400,22600,23050,16326
2024-05-29,23000,23000,21900,21900,17492
2024-05-30,21950,22400,21300,21300,10265
2024-05-31,21350,22150,21350,22000,5938
2024-06-03,21950,22350,21850,22150,10632
2024-06-04,21950,22550,21650,21650,20216
2024-06-05,21650,21950,21450,21500,8188
2024-06-07,21650,21850,21350,21400,4884
2024-06-10,21200,21700,20950,21300,9115
2024-06-11,21300,21600,21200,21600,2889
2024-06-12,21600,21650,20950,21100,6959
2024-06-13,21200,21450,20950,21200,13677
2024-06-14,21200,22900,20950,22300,33721
2024-06-17,22050,22500,21500,21500,6213
2024-06-18,21500,21850,21200,21500,12912
2024-06-19,21250,21700,21100,21200,7451
2024-06-20,21450,21450,20850,21400,13521
2024-06-21,21200,21400,20850,21200,24876
2024-06-24,21300,21550,21000,21150,11801
2024-06-25,21200,21250,21000,21200,19684
2024-06-26,21250,21500,21150,21500,5386
2024-06-27,21300,21500,21150,21250,14844
2024-06-28,21250,21750,21200,21500,9596
2024-07-01,21800,21800,20850,20850,12147
2024-07-02,20850,20950,20450,20450,19755
2024-07-03,20450,20550,20250,20450,19478
2024-07-04,20450,21050,20300,21000,16695
2024-07-05,21150,21500,20800,21500,11907
2024-07-08,21700,21850,21300,21350,4642
2024-07-09,21350,26300,20950,22100,485608
2024-07-10,21850,22100,21400,21750,56993
2024-07-11,21700,22000,21350,21450,17164
2024-07-12,21350,21850,21300,21800,16040
2024-07-15,21900,22350,21750,22150,9591
2024-07-16,22350,22350,21550,21550,11617
2024-07-17,21550,22200,21400,21600,14099
2024-07-18,22000,23450,21000,22000,49000
2024-07-19,21950,22200,21700,21800,13690
2024-07-22,21600,21950,21450,21700,7255
2024-07-23,21950,21950,21350,21550,7373
2024-07-24,21900,21900,21450,21550,7384
2024-07-25,21500,21550,21150,21200,7621
2024-07-26,21100,24000,21000,21750,101603
2024-07-29,21700,22750,21300,22700,21315
2024-07-30,22700,22700,22250,22350,6768
2024-07-31,22200,23700,22200,23400,19766
2024-08-01,23350,23550,23050,23500,7302
2024-08-02,22850,23100,22500,22650,20132
2024-08-05,22050,22750,20800,21050,26187
2024-08-06,20600,22250,20550,21600,17078
2024-08-07,21400,22100,21400,21850,6299
2024-08-08,21850,22600,21500,22300,6677
2024-08-09,22300,22500,21900,22150,8711
2024-08-12,22150,22400,21800,21900,2472
2024-08-13,21950,22300,20800,21700,42128
2024-08-14,21500,22100,21500,22050,6635
2024-08-16,22100,22550,22100,22250,14656
2024-08-19,22250,22600,22150,22250,6422
2024-08-20,22650,22650,22000,22550,7738
2024-08-21,22600,23200,22400,23000,40136
2024-08-22,23000,23000,22450,22500,19006
2024-08-23,22550,22700,22300,22500,2712
2024-08-26,22750,22950,22250,22500,4366
2024-08-27,22600,22650,22200,22550,2842
2024-08-28,23100,23100,22250,22600,6864
2024-08-29,22600,22850,22200,22700,4372
2024-08-30,22700,22950,22500,22500,2709
2024-09-02,22550,22550,21700,21800,10880
2024-09-03,21850,22400,21750,22350,6468
2024-09-04,22150,22350,21700,22000,6220
2024-09-05,22000,22400,21750,21750,6777
2024-09-06,21900,21950,21550,21900,8524
2024-09-09,21900,22450,21650,22450,15373
2024-09-10,22450,22700,21900,22000,8761
2024-09-11,22000,22100,21750,22100,2219
2024-09-12,22250,22400,21900,22100,2689
2024-09-13,22100,22300,22000,22200,2221
2024-09-19,22200,22300,21850,21950,6417
2024-09-20,22300,22500,21800,22300,15564
2024-09-23,22350,23300,22300,23100,25408
2024-09-24,23150,23350,22700,22750,9316
2024-09-25,23250,23500,22450,22450,4876
2024-09-26,22450,22800,22450,22650,3490
2024-09-27,22650,23050,22450,22850,4844
2024-09-30,22850,22850,22350,22350,4877
2024-10-02,22350,22350,21550,22150,29007
2024-10-04,22200,23800,22100,22400,38483
2024-10-07,23000,23000,22100,22400,21688
2024-10-08,22450,23100,22350,22950,11702
2024-10-10,22950,23350,22700,23000,5122
2024-10-11,23100,23600,22850,23000,5627
2024-10-14,23050,23250,22550,22700,10130
2024-10-15,22900,22950,22450,22750,10224
2024-10-16,22750,22850,22400,22700,4603
2024-10-17,22700,23000,22500,22800,5402
2024-10-18,22800,23200,22650,23000,5089
2024-10-21,23200,23350,22900,23200,7684
2024-10-22,23250,24000,23200,23500,25253
2024-10-23,23700,24300,23100,23150,34732
2024-10-24,23550,23550,22200,22550,33396
2024-10-25,22600,22750,22250,22650,9108
2024-10-28,22650,22800,22050,22200,22864
2024-10-29,22300,22550,22200,22400,11484
2024-10-30,22450,22800,22400,22750,5171
2024-10-31,22800,23150,22250,22750,30003
2024-11-01,22750,22800,22350,22700,5335
2024-11-04,22500,22700,22300,22650,7696
2024-11-05,22650,22750,22150,22500,12499
2024-11-06,22500,23050,22500,22950,4618
2024-11-07,22800,23100,22750,22950,4850
2024-11-08,22950,23500,22800,23200,8108
2024-11-11,23250,23450,22700,23150,10466
2024-11-12,23100,23100,22250,22250,23797
2024-11-13,22200,22300,21850,21850,8968
2024-11-14,21950,21950,21650,21650,14369
2024-11-15,21700,21950,21450,21900,12766
2024-11-18,21900,22300,21800,22100,9409
2024-11-19,22100,22500,21800,22150,11407
2024-11-20,22150,22550,22150,22450,7511
2024-11-21,22450,22700,22350,22450,6851
2024-11-22,22700,22700,22450,22700,6213
2024-11-25,22700,22950,22500,22550,7071
2024-11-26,22550,22750,22000,22550,16936
2024-11-27,22550,22950,22250,22450,10865
2024-11-28,22700,23050,22350,22900,6695
2024-11-29,23100,23350,22650,22850,13974
2024-12-02,22600,22800,22450,22600,6009
2024-12-03,22600,23100,22600,23000,7410
2024-12-04,22750,22800,22000,22250,20629
2024-12-05,22300,22350,21700,21750,19702
2024-12-06,21800,21900,21150,21400,22888
2024-12-09,21350,21500,20800,21300,15127
2024-12-10,21300,22150,21300,21650,7161
2024-12-11,21650,22400,21650,22400,8370
2024-12-12,22750,22800,22200,22550,18432
2024-12-13,22550,23000,22200,22600,34617
2024-12-16,22900,22900,22500,22650,2014
2024-12-17,22650,22750,22450,22750,8940
2024-12-18,22800,23050,22600,22950,7471
2024-12-19,23000,23100,22600,23100,6596
2024-12-20,23200,23200,22550,22750,10215
2024-12-23,22750,24100,22750,23950,46662
2024-12-24,23950,24400,23750,23950,20807
2024-12-26,24200,24200,23850,23850,8248
2024-12-27,23750,23750,22550,22850,14019
2024-12-30,22850,22850,22500,22500,7181
2025-01-02,22600,23400,22000,22500,27158
2025-01-03,22500,22800,22000,22150,10139
2025-01-06,22450,22750,22150,22700,12110
2025-01-07,22850,22850,22450,22650,8117
2025-01-08,22650,22650,22200,22300,5293
2025-01-09,22800,22800,21950,22000,8759
2025-01-10,22150,22150,21650,21850,11564
2025-01-13,21850,21950,21400,21600,14702
2025-01-14,21850,22150,21700,22000,6389
2025-01-15,22000,22750,22000,22200,13629
2025-01-16,22900,23500,22800,23100,41789
2025-01-17,23100,23500,22600,22700,7585
2025-01-20,22700,22950,22600,22650,7473
2025-01-21,22950,23500,22750,23500,17763
2025-01-22,23450,23550,22650,23150,17295
2025-01-23,23100,23100,22500,22750,12970
2025-01-24,22600,24400,22550,24350,34695
2025-01-31,24350,26150,23950,25800,108355
2025-02-03,25500,27000,25250,26400,60047
2025-02-04,26400,26800,26050,26300,46890
2025-02-05,26300,26950,26200,26500,20055
2025-02-06,26750,28800,26550,28700,153411
2025-02-07,28700,28950,27750,28400,28596
2025-02-10,28300,28300,27600,28300,22042
2025-02-11,28250,28500,27900,28350,12250
2025-02-12,28500,29300,28150,29200,20160
2025-02-13,29000,29050,28750,28800,15458
2025-02-14,28950,29000,28300,28500,28782
2025-02-17,28500,28800,28150,28800,10775
2025-02-18,28850,29900,28300,29850,43762
2025-02-19,29850,30800,28800,30250,34736
2025-02-20,30050,30700,29200,30250,31781
2025-02-21,30200,31450,29900,31400,29858
2025-02-24,31400,31600,30200,30750,26796
2025-02-25,30750,31900,30450,31500,31823
2025-02-26,31500,33950,31350,33350,63317
2025-02-27,33350,34450,31950,32750,50279
2025-02-28,32350,32400,31400,32050,20301
2025-03-04,31800,32650,31500,32200,21897
2025-03-05,31700,32850,31700,32450,20074
2025-03-06,33250,33250,31200,31200,45787
2025-03-07,31800,31900,31150,31150,22613
2025-03-10,31150,31750,30550,31450,20497
2025-03-11,30500,31350,30500,31050,24264
2025-03-12,31050,31300,30050,30050,31279
2025-03-13,30550,31450,30250,31350,24150
2025-03-14,31450,32150,31150,32000,19920
2025-03-17,31900,32200,31600,32100,9673
2025-03-18,32250,32250,31350,32100,24547
2025-03-19,32050,32450,31750,32300,41201
2025-03-20,32500,32500,31350,31800,13530
2025-03-21,31800,33100,31350,32150,60403
2025-03-24,32100,33600,32100,33250,31649
2025-03-25,33550,35850,33400,34950,76934
2025-03-26,34950,34950,33300,33600,59604
2025-03-27,33300,33700,33000,33550,11290
2025-03-28,33550,33550,31900,32100,41420
2025-03-31,32400,32400,30950,31850,47969
2025-04-01,31900,33450,31750,33150,16490
2025-04-02,33650,34000,32700,33600,10426
2025-04-03,33400,33550,32500,33250,17414
2025-04-04,33500,33500,31450,31800,27311
2025-04-07,31100,31250,29800,29800,22632
2025-04-08,31500,31500,29050,29350,31729
2025-04-09,29150,29900,28850,29650,22805
2025-04-10,30250,31400,29750,31400,20615
2025-04-11,31400,31500,30300,31400,13013
2025-04-14,32200,32300,31300,31750,8943
2025-04-15,31800,32750,31600,32000,18641
2025-04-16,32000,32050,31350,31450,6531
2025-04-17,31150,31600,31050,31400,5788
2025-04-18,31450,32000,31100,31800,8677
2025-04-21,31850,32050,31100,31100,7118
2025-04-22,31100,32450,31000,31950,8928
2025-04-23,31950,33450,31950,32300,20190
2025-04-24,32350,33800,32300,33500,17438
2025-04-25,33500,33850,32700,32950,10619
2025-04-28,32450,33900,32450,33200,20167
2025-04-29,33450,33450,32550,32900,9927
2025-04-30,33000,33700,32900,33150,17560
2025-05-02,33150,33200,32500,32950,12367
2025-05-07,32950,33850,32850,33850,23214
2025-05-08,34350,35000,33700,34500,36143
2025-05-09,34700,35600,33900,34350,36860
2025-05-12,34400,35700,34400,35700,29708
2025-05-13,35800,36600,34750,36500,45146
2025-05-14,36500,38000,36400,37500,29437
2025-05-15,37500,38000,36950,37400,12769
2025-05-16,37950,39400,37400,39400,38871
2025-05-19,39300,39400,38500,38850,27788
2025-05-20,38850,40250,38550,40100,40581
2025-05-21,40550,42200,39700,42150,41579
2025-05-22,42150,42500,41150,41600,30250
2025-05-23,41600,43800,41400,43150,35189
2025-05-26,43050,44000,42400,44000,27804
2025-05-27,44000,46300,43150,46200,61899
2025-05-28,46850,48950,45550,46700,82071
2025-05-29,47000,51000,47000,50800,56685
2025-05-30,50900,52600,50200,52000,55333
2025-06-02,52000,53400,50900,52900,47555
2025-06-04,53000,58750,52900,57500,126444
2025-06-05,57900,61500,56500,57400,96556
2025-06-09,59700,61150,57000,57900,49547
2025-06-10,57900,59000,55800,56600,69139
2025-06-11,56600,56600,54300,55000,78725
2025-06-12,55000,58800,54000,55600,53390
2025-06-13,55500,55800,53600,54400,40665
2025-06-16,54400,58400,53800,56600,38088
2025-06-17,56600,58000,53800,54400,36521
2025-06-18,54400,55400,53700,53800,28635
2025-06-19,54500,54500,52100,52700,36262
2025-06-20,52900,54100,52000,53200,31119
2025-06-23,53200,55700,52700,54700,40742
2025-06-24,54700,55700,51700,54000,68572
2025-06-25,54000,61000,53900,57800,121274
2025-06-26,56600,57800,54200,55800,44191
2025-06-27,55800,57400,54200,55100,25867
2025-06-30,54400,58400,53900,58000,39975
2025-07-01,58000,63500,57600,60000,60988
2025-07-02,63400,65100,54700,57800,96442
2025-07-03,56900,57700,54700,55100,26434
2025-07-04,56000,56100,50700,52000,29301
2025-07-07,51000,53200,50500,52400,17780
2025-07-08,52500,55700,51900,54700,25701
2025-07-09,55600,59000,55100,58800,44519
2025-07-10,59600,61000,58400,60500,31308
2025-07-11,60500,61300,58000,58700,15773
2025-07-14,58700,60800,57200,60600,21757
2025-07-15,61900,62200,59700,60900,17459
2025-07-16,60800,61300,56400,61200,11199
2025-07-17,61200,61200,57300,58900,35368
2025-07-18,58900,59800,56500,57600,16299
2025-07-21,56200,57300,55400,56500,38967
2025-07-22,56500,57000,55500,56200,29833
2025-07-23,55800,57000,55200,55500,16248
2025-07-24,60000,62300,54600,58000,132303
2025-07-25,58000,58400,56700,57600,15652
2025-07-28,57200,57500,54800,55600,25431
2025-07-29,55600,57400,54700,57400,17390
2025-07-30,57400,58200,56600,57700,10025
2025-07-31,57700,58200,55300,55900,28417
2025-08-01,55800,55800,53500,54400,27194
2025-08-04,53600,55500,53600,55300,16515
2025-08-05,55300,56900,54700,56400,12375
2025-08-06,56400,56400,54800,55900,9977
2025-08-07,55900,55900,53600,53800,18111
2025-08-08,53700,53700,50600,51000,34734
2025-08-11,51300,51800,50000,50700,33364
2025-08-12,51700,53900,51300,52200,17361
2025-08-13,53000,55300,52800,54500,34236
2025-08-14,54100,55300,53500,54600,10743
2025-08-18,54600,55800,53500,55300,17403
2025-08-19,55300,56400,54000,54000,15684
2025-08-20,52700,53900,51200,52300,27329
2025-08-21,52300,55900,52200,55000,26331
2025-08-22,55000,56100,54600,55700,17483
2025-08-25,55800,57000,55400,56900,20481
2025-08-26,57000,59000,56600,58300,25542
2025-08-27,58600,60000,58000,60000,29636
2025-08-28,59900,63200,59100,62800,40749
2025-08-29,64200,65800,63400,65000,54777
2025-09-01,64700,65500,62900,64000,33477
2025-09-02,64100,65500,63100,64800,22228
2025-09-03,65000,66800,64100,66800,34942
2025-09-04,66800,70000,66100,69000,49619
2025-09-05,69600,72600,67500,72600,34494
2025-09-08,72800,74300,68600,73000,40791
2025-09-09,73000,78000,72300,78000,40424
2025-09-10,77000,81600,75500,81000,36225
2025-09-11,81000,89000,80000,88200,119958
2025-09-12,87500,87500,82700,83400,40539
2025-09-15,83300,83300,76800,80000,35759
